,frame_number,new_people_count,total_people_in_frame,cumulative,flow,coords
952,952,1,11,155,"[([4, 1], [0, -3], 458), ([7, 2], [-3, 0], 848), ([-7, 1], [-7, -1], 872), ([-1, 4], [2, -6], 898), ([0, -1], [-1, 1], 857), ([0, -2], [4, -29], 925), ([0, 0], [1, -9], 913), ([2, 0], [9, -2], 949), ([-3, -3], [5, -2], 987), ([2, -7], [3, -3], 993), ([-1, 0], [-1, 0], 995), ([0, 0], [0, 0], 1000), ([0, 0], [-3, -11], 886), ([4, 5], [1, -12], 956)]","[(458, 263.2716369628906, 273.56732177734375), (848, 776.449462890625, 357.38134765625), (872, 561.834228515625, 363.37017822265625), (898, 412.38958740234375, 218.48223876953125), (857, 117.98814392089844, 144.26934814453125), (925, 231.68045043945312, 146.6429443359375), (913, 308.5050048828125, 43.033935546875), (949, 795.8192138671875, 123.10748291015625), (987, 367.84710693359375, 483.3873291015625), (993, 563.2874145507812, 4.50775146484375), (995, 369.91644287109375, 424.6219482421875), (1000, 482.5170593261719, 3.5035324096679688), (886, 233.43377685546875, 78.99034118652344), (956, 731.146484375, 62.611419677734375)]"
953,953,1,12,156,"[([8, 0], [0, -3], 458), ([8, 1], [-3, 0], 848), ([-5, 2], [-13, -1], 872), ([0, 3], [7, -7], 898), ([3, 0], [-1, -1], 857), ([0, 1], [6, -28], 925), ([0, 0], [1, -2], 913), ([3, -4], [12, -3], 949), ([-3, -3], [4, -2], 987), ([2, -7], [2, 0], 993), ([-1, -1], [-1, -1], 995), ([0, 0], [0, 0], 1000), ([0, -2], [-4, -11], 886), ([4, 5], [-4, -12], 956), ([0, 0], [0, 0], 1002)]","[(458, 263.5306701660156, 273.2076416015625), (848, 776.4942626953125, 357.31707763671875), (872, 555.3325805664062, 362.20068359375), (898, 413.0535583496094, 216.95127868652344), (857, 118.74213409423828, 143.34613037109375), (925, 231.9104461669922, 145.93161010742188), (913, 307.2656555175781, 43.085693359375), (949, 798.5460205078125, 123.33258056640625), (987, 368.3951416015625, 482.4105224609375), (993, 563.4093017578125, 4.5202789306640625), (995, 369.4921569824219, 422.7019348144531), (1000, 482.5316162109375, 3.5059432983398438), (886, 232.633544921875, 79.3079833984375), (956, 729.8350219726562, 63.536041259765625), (1002, 226.80380249023438, 146.73947143554688)]"
954,954,0,12,156,"[([8, -1], [1, 0], 458), ([7, 2], [-2, -1], 848), ([-4, 3], [-20, -2], 872), ([0, 3], [9, -7], 898), ([5, 0], [0, -1], 857), ([0, 3], [4, -12], 925), ([0, 0], [-3, 1], 913), ([4, -4], [14, -2], 949), ([2, -7], [2, -9], 993), ([-1, -1], [-2, -1], 995), ([0, 1], [0, 1], 1000), ([0, 0], [-6, -16], 886), ([4, 5], [-6, -9], 956), ([0, 0], [0, 0], 1002)]","[(458, 263.68060302734375, 276.04217529296875), (848, 776.8734130859375, 355.75201416015625), (872, 547.8633422851562, 360.41790771484375), (898, 413.8283996582031, 214.46746826171875), (857, 118.78740692138672, 140.3375244140625), (925, 230.52978515625, 146.74124145507812), (913, 304.2152099609375, 42.965301513671875), (949, 801.72509765625, 124.90097045898438), (993, 563.6929931640625, 4.4044647216796875), (995, 368.991943359375, 421.70361328125), (1000, 482.57379150390625, 3.2657394409179688), (886, 231.67747497558594, 79.9403076171875), (956, 726.653076171875, 62.66901397705078), (1002, 226.17221069335938, 146.11679077148438)]"
955,955,0,12,156,"[([5, 0], [1, 4], 458), ([8, 1], [-1, -2], 848), ([0, 3], [-25, -3], 872), ([-1, 4], [4, 13], 898), ([7, 0], [2, 0], 857), ([1, 8], [1, -4], 925), ([1, 0], [-3, 2], 913), ([5, -6], [16, 0], 949), ([2, -7], [1, -8], 993), ([-1, -1], [-9, 0], 995), ([1, 2], [1, 2], 1000), ([0, 2], [-7, -16], 886), ([4, 5], [-9, -13], 956), ([-1, -2], [-1, -2], 1002), ([-3, -3], [1, 4], 987)]","[(458, 263.91656494140625, 285.5159912109375), (848, 776.9954833984375, 353.7768249511719), (872, 541.1922607421875, 360.37921142578125), (898, 412.9410400390625, 210.90965270996094), (857, 118.66357421875, 138.23085021972656), (925, 230.1363525390625, 146.911865234375), (913, 304.7779235839844, 43.164215087890625), (949, 804.5509033203125, 125.93746948242188), (993, 563.8353271484375, 4.3698577880859375), (995, 362.80499267578125, 423.0517578125), (1000, 483.6954345703125, 3.0980987548828125), (886, 231.64138793945312, 80.29194641113281), (956, 725.7242431640625, 63.50135803222656), (1002, 225.9386444091797, 145.99295043945312), (987, 365.51666259765625, 491.507568359375)]"
956,956,0,12,156,"[([2, 0], [2, 5], 458), ([8, 1], [1, -3], 848), ([3, 3], [-28, -3], 872), ([1, 2], [2, 18], 898), ([6, 0], [3, -3], 857), ([0, 12], [-2, 1], 925), ([1, 1], [-3, 4], 913), ([5, -4], [16, 1], 949), ([2, -7], [3, -10], 993), ([-1, -1], [-16, 2], 995), ([2, 2], [2, 2], 1000), ([0, 5], [-2, -6], 886), ([4, 5], [-2, 2], 956), ([-2, -6], [-2, -6], 1002), ([-3, -3], [1, 2], 987)]","[(458, 264.8810119628906, 286.39599609375), (848, 777.315185546875, 351.861328125), (872, 539.1029663085938, 360.36639404296875), (898, 412.64404296875, 208.49005126953125), (857, 120.90016174316406, 134.75323486328125), (925, 230.96759033203125, 147.24520874023438), (913, 305.104736328125, 43.350799560546875), (949, 807.9827270507812, 125.68588256835938), (993, 565.2833251953125, 5.16461181640625), (995, 354.985107421875, 430.08221435546875), (1000, 484.81048583984375, 3.1182632446289062), (886, 232.09742736816406, 80.46524047851562), (956, 725.7676391601562, 65.27214050292969), (1002, 224.183837890625, 146.34832763671875), (987, 365.052978515625, 493.1995849609375)]"
957,957,0,12,156,"[([-5, -1], [3, 5], 458), ([8, 1], [1, -4], 848), ([4, 4], [-20, -3], 872), ([0, 7], [-1, 23], 898), ([3, -1], [3, -5], 857), ([0, 4], [0, 1], 925), ([1, 0], [-3, 10], 913), ([3, -1], [15, 2], 949), ([2, -7], [1, 6], 993), ([-1, -1], [-17, 8], 995), ([2, 2], [3, 1], 1000), ([0, 6], [-2, -6], 886), ([4, 5], [-6, 1], 956), ([-2, -8], [-2, -8], 1002), ([-3, -3], [-3, 4], 987)]","[(458, 266.3446044921875, 284.86181640625), (848, 777.9473876953125, 350.0975341796875), (872, 541.0514526367188, 360.9217529296875), (898, 411.822998046875, 203.49884033203125), (857, 120.2095947265625, 133.21591186523438), (925, 231.39126586914062, 148.01669311523438), (913, 305.02557373046875, 43.309783935546875), (949, 810.433837890625, 126.10379791259766), (993, 564.832763671875, 5.579559326171875), (995, 352.7073974609375, 439.1156005859375), (1000, 485.07073974609375, 3.9047927856445312), (886, 231.64654541015625, 80.96760559082031), (956, 725.7378540039062, 66.40937805175781), (1002, 224.35025024414062, 147.1512451171875), (987, 362.5971984863281, 494.70452880859375)]"
958,958,0,12,156,"[([-7, -1], [6, 5], 458), ([11, 2], [2, -5], 848), ([13, 3], [3, -3], 872), ([1, 8], [-3, 25], 898), ([4, -2], [-10, -11], 857), ([-1, 0], [0, 1], 925), ([1, -1], [-3, 11], 913), ([1, 0], [13, 2], 949), ([2, -7], [0, 12], 993), ([-1, -1], [-17, 12], 995), ([2, 2], [2, 0], 1000), ([0, 5], [0, -5], 886), ([3, 4], [-4, 1], 956), ([-2, -8], [-2, -2], 1002), ([-3, -3], [-3, 6], 987)]","[(458, 269.1287841796875, 284.46734619140625), (848, 778.34912109375, 349.16680908203125), (872, 558.472900390625, 359.5545654296875), (898, 410.8438720703125, 199.48265075683594), (857, 108.81070709228516, 133.3002471923828), (925, 231.38427734375, 148.26959228515625), (913, 304.45477294921875, 43.29241943359375), (949, 811.62646484375, 126.73141479492188), (993, 563.7285766601562, 5.4735107421875), (995, 352.56170654296875, 446.07183837890625), (1000, 484.961181640625, 4.17791748046875), (886, 232.3517608642578, 80.44905090332031), (956, 725.3814697265625, 66.31088256835938), (1002, 224.79653930664062, 146.8782958984375), (987, 364.3067626953125, 495.0867919921875)]"
959,959,0,12,156,"[([-7, -1], [10, 3], 458), ([11, 2], [3, -4], 848), ([14, 3], [29, -2], 872), ([1, 10], [-6, 23], 898), ([4, -2], [-13, -14], 857), ([-2, -2], [2, -2], 925), ([0, -2], [-1, 5], 913), ([0, 2], [11, 2], 949), ([2, -7], [-1, 11], 993), ([-1, -1], [-15, 14], 995), ([2, 2], [2, 0], 1000), ([0, 4], [2, -1], 886), ([3, 1], [-2, 3], 956), ([-2, -8], [-1, 0], 1002), ([-3, -3], [-2, 5], 987)]","[(458, 273.9063415527344, 284.298095703125), (848, 779.710693359375, 349.1182861328125), (872, 576.0953369140625, 358.1364440917969), (898, 407.3664245605469, 194.38047790527344), (857, 105.40477752685547, 132.74005126953125), (925, 232.5741424560547, 147.84869384765625), (913, 303.8047180175781, 43.48699951171875), (949, 812.1268310546875, 127.42489624023438), (993, 562.3720703125, 5.21722412109375), (995, 353.558837890625, 450.7029724121094), (1000, 484.93096923828125, 4.28070068359375), (886, 233.0823974609375, 81.18519592285156), (956, 724.9326782226562, 67.69628143310547), (1002, 225.9583740234375, 145.77410888671875), (987, 366.54498291015625, 493.482177734375)]"
960,960,0,10,156,"[([-4, -2], [9, -1], 458), ([16, 1], [4, -3], 848), ([17, 3], [41, 1], 872), ([0, 12], [-4, 3], 898), ([5, -1], [-11, -14], 857), ([-2, -2], [4, -3], 925), ([0, -5], [0, 3], 913), ([1, 2], [7, 2], 949), ([2, -7], [-2, 9], 993), ([-1, -1], [-7, 22], 995), ([-1, 1], [2, 1], 886), ([18, -5], [-1, 0], 956), ([-3, -3], [2, 1], 987)]","[(458, 272.3695983886719, 283.39544677734375), (848, 780.5343017578125, 348.5753479003906), (872, 582.7836303710938, 359.82354736328125), (898, 408.2176818847656, 191.94065856933594), (857, 107.87954711914062, 131.83560180664062), (925, 234.24313354492188, 147.235107421875), (913, 304.4189147949219, 43.963531494140625), (949, 811.9388427734375, 127.31356048583984), (993, 561.2216796875, 4.7949371337890625), (995, 355.8154602050781, 468.216552734375), (886, 233.86965942382812, 80.83614349365234), (956, 724.369140625, 65.48375701904297), (987, 367.35150146484375, 495.18182373046875)]"
961,961,0,10,156,"[([-3, -1], [12, -2], 458), ([21, 1], [3, -2], 848), ([15, 1], [46, 1], 872), ([1, 6], [-2, -5], 898), ([8, 1], [-7, -10], 857), ([-3, 3], [5, -4], 925), ([0, -4], [-1, 2], 913), ([1, 2], [5, 3], 949), ([2, -7], [-5, 9], 993), ([-1, -1], [3, 22], 995), ([-2, -4], [3, -1], 886), ([18, -5], [1, -2], 956)]","[(458, 276.7913513183594, 283.307373046875), (848, 780.6680908203125, 347.3897399902344), (872, 585.3580932617188, 359.7083435058594), (898, 410.01995849609375, 189.53570556640625), (857, 113.22557067871094, 131.26312255859375), (925, 235.26690673828125, 147.01968383789062), (913, 304.92816162109375, 44.08892822265625), (949, 812.21484375, 127.54998779296875), (993, 560.439208984375, 6.6819000244140625), (995, 357.38372802734375, 475.04693603515625), (886, 235.21771240234375, 81.33604431152344), (956, 726.2581176757812, 64.51470947265625)]"
962,962,0,10,156,"[([-3, -1], [7, -2], 458), ([11, 2], [4, -2], 848), ([0, 1], [48, 0], 872), ([1, 3], [0, -8], 898), ([7, 2], [-3, -5], 857), ([-2, 6], [7, -4], 925), ([-1, -2], [0, -4], 913), ([2, 0], [2, 3], 949), ([2, -7], [-4, 1], 993), ([-3, -6], [3, 13], 886), ([22, -4], [2, -3], 956), ([-3, -3], [0, 1], 987)]","[(458, 273.6490478515625, 281.16943359375), (848, 781.169189453125, 346.6692199707031), (872, 589.225830078125, 359.1050720214844), (898, 411.586669921875, 187.71875), (857, 117.06036376953125, 131.92608642578125), (925, 238.098876953125, 148.33628845214844), (913, 305.0015563964844, 43.950469970703125), (949, 812.5302124023438, 127.734619140625), (993, 560.799560546875, 7.6097259521484375), (886, 234.58502197265625, 81.44100952148438), (956, 727.3832397460938, 63.426788330078125), (987, 365.6668701171875, 494.61700439453125)]"
963,963,1,11,157,"[([-3, -1], [0, -2], 458), ([3, 4], [3, -1], 848), ([-6, -1], [33, 2], 872), ([1, 0], [2, -8], 898), ([6, 2], [10, 3], 857), ([-1, -4], [7, -2], 925), ([-2, -7], [1, -7], 913), ([2, -1], [1, 3], 949), ([2, -7], [-3, -2], 993), ([-2, -10], [2, 16], 886), ([23, 0], [3, -3], 956), ([0, 0], [0, 0], 1006), ([-3, -3], [4, 1], 987)]","[(458, 269.6239013671875, 280.133544921875), (848, 781.5711669921875, 345.9666748046875), (872, 591.3575439453125, 359.0939636230469), (898, 412.8216552734375, 187.04754638671875), (857, 118.56809997558594, 132.75360107421875), (925, 238.9515380859375, 148.7678985595703), (913, 305.00433349609375, 43.828369140625), (949, 812.7049560546875, 127.82470703125), (993, 560.2757568359375, 7.99072265625), (886, 234.44949340820312, 81.34783935546875), (956, 728.151611328125, 63.409034729003906), (1006, 104.7690658569336, 135.7059326171875), (987, 366.3544921875, 494.90936279296875)]"
964,964,0,11,157,"[([-3, 0], [-4, -2], 458), ([-2, 5], [4, -2], 848), ([-13, -3], [19, 2], 872), ([1, -4], [8, -4], 898), ([6, 2], [15, 9], 857), ([1, -9], [7, -1], 925), ([-2, -9], [2, -10], 913), ([-1, -1], [0, 3], 949), ([2, -7], [-8, 1], 993), ([-1, -12], [1, 25], 886), ([8, 11], [5, -2], 956), ([1, 2], [1, 2], 1006), ([-3, -3], [2, -2], 987)]","[(458, 269.37457275390625, 280.48406982421875), (848, 783.9583740234375, 345.1911926269531), (872, 595.301513671875, 358.9909362792969), (898, 415.14959716796875, 188.098876953125), (857, 120.97928619384766, 135.59524536132812), (925, 239.73324584960938, 147.81369018554688), (913, 305.30230712890625, 43.544586181640625), (949, 812.3857421875, 128.37399291992188), (993, 554.0457153320312, 9.343048095703125), (886, 234.41482543945312, 81.05941772460938), (956, 729.0484008789062, 66.10032653808594), (1006, 105.95904541015625, 138.86996459960938), (987, 366.50152587890625, 492.1573486328125)]"
965,965,0,11,157,"[([-2, 0], [-2, -1], 458), ([-11, 6], [5, -2], 848), ([-14, -1], [15, 0], 872), ([2, -6], [0, -3], 898), ([5, 1], [14, 10], 857), ([2, -15], [4, 1], 925), ([-2, -5], [0, -12], 913), ([-1, -1], [1, 2], 949), ([2, -7], [-11, 3], 993), ([0, -7], [1, 26], 886), ([7, 10], [5, 1], 956), ([2, 3], [2, 3], 1006), ([-3, -3], [0, -2], 987)]","[(458, 270.1261291503906, 280.658935546875), (848, 785.1507568359375, 344.1776123046875), (872, 597.5048217773438, 359.62890625), (898, 408.9013671875, 189.17572021484375), (857, 121.65318298339844, 136.42605590820312), (925, 238.82537841796875, 148.07009887695312), (913, 304.1255187988281, 43.1097412109375), (949, 812.4656982421875, 128.52206420898438), (993, 550.87451171875, 9.388107299804688), (886, 234.2015380859375, 80.88229370117188), (956, 729.052978515625, 67.46467590332031), (1006, 106.0870590209961, 139.50881958007812), (987, 366.6109924316406, 489.92724609375)]"
966,966,0,11,157,"[([-2, 1], [-6, 0], 458), ([10, 3], [8, -4], 848), ([4, 3], [10, 0], 872), ([1, -5], [-4, 0], 898), ([4, 1], [5, 6], 857), ([3, -20], [3, 1], 925), ([-1, -8], [-2, -13], 913), ([-1, -1], [0, 1], 949), ([2, -7], [-15, -2], 993), ([1, -5], [-1, 23], 886), ([2, 5], [0, 2], 956), ([-1, -1], [-1, -1], 1006), ([-3, -3], [-2, -3], 987)]","[(458, 270.4866943359375, 281.53240966796875), (848, 788.3699951171875, 341.8079833984375), (872, 595.5035400390625, 359.8748779296875), (898, 406.16961669921875, 195.555419921875), (857, 118.99978637695312, 135.40362548828125), (925, 238.079833984375, 149.56748962402344), (913, 302.5909729003906, 42.874725341796875), (949, 812.4476318359375, 128.48580932617188), (993, 545.8633422851562, 10.114959716796875), (886, 234.09622192382812, 79.86788940429688), (956, 726.507080078125, 67.07170867919922), (1006, 103.34020233154297, 150.02334594726562), (987, 365.6087951660156, 487.42095947265625)]"
967,967,0,11,157,"[([-4, 0], [7, 4], 458), ([26, 3], [9, -3], 848), ([13, 3], [4, 4], 872), ([0, -11], [-7, 3], 898), ([-4, -4], [1, 3], 857), ([2, -18], [0, 1], 925), ([-4, -9], [-3, -13], 913), ([-1, 0], [0, 0], 949), ([2, -7], [-18, -7], 993), ([-1, -8], [-1, 16], 886), ([3, 2], [-3, 2], 956), ([-3, 0], [-3, 0], 1006), ([-3, -3], [-1, -4], 987)]","[(458, 280.32061767578125, 290.9022216796875), (848, 790.003173828125, 340.43768310546875), (872, 593.7373657226562, 362.160888671875), (898, 404.33538818359375, 201.999267578125), (857, 118.56552124023438, 135.14556884765625), (925, 238.6519775390625, 151.197021484375), (913, 302.19683837890625, 42.60858154296875), (949, 812.3311157226562, 128.63784790039062), (993, 542.5728149414062, 8.47210693359375), (886, 233.57473754882812, 80.41756439208984), (956, 724.071044921875, 66.502685546875), (1006, 101.8524398803711, 154.98446655273438), (987, 364.01611328125, 486.4232482910156)]"
968,968,0,11,157,"[([-4, 0], [9, 4], 458), ([36, 3], [8, -4], 848), ([20, 2], [2, 3], 872), ([0, -15], [-8, 5], 898), ([-9, -7], [-4, 1], 857), ([1, -17], [1, 2], 925), ([-7, -8], [-3, -9], 913), ([0, 2], [0, 0], 949), ([2, -7], [-20, -8], 993), ([-1, -11], [-1, 16], 886), ([4, -1], [-3, 2], 956), ([-3, 0], [-3, 1], 1006), ([-3, -3], [-4, -5], 987)]","[(458, 278.4675598144531, 289.609619140625), (848, 789.14404296875, 339.58203125), (872, 593.529052734375, 365.22076416015625), (898, 404.4081115722656, 206.4075927734375), (857, 114.22075653076172, 134.90907287597656), (925, 239.3339385986328, 152.13917541503906), (913, 302.0482482910156, 42.5933837890625), (949, 812.1514282226562, 128.7142333984375), (993, 540.5128173828125, 8.134796142578125), (886, 233.18435668945312, 80.50686645507812), (956, 725.252685546875, 67.0147933959961), (1006, 101.49113464355469, 155.99075317382812), (987, 362.58221435546875, 485.02777099609375)]"
969,969,0,10,157,"[([-2, 0], [-6, 27], 458), ([48, 4], [2, -1], 848), ([26, 1], [-21, 3], 872), ([0, -19], [-12, 4], 898), ([-21, -8], [-11, -2], 857), ([3, -4], [0, 3], 925), ([-8, -12], [-4, 5], 913), ([-2, 5], [-1, -1], 949), ([2, -7], [-16, -9], 993), ([-1, -13], [-2, 6], 886), ([6, 1], [-4, 0], 956), ([-3, -3], [-5, -3], 987)]","[(458, 263.11578369140625, 331.89398193359375), (848, 785.2679443359375, 342.8521728515625), (872, 574.0233764648438, 366.6834716796875), (898, 403.26507568359375, 214.90521240234375), (857, 109.76560974121094, 135.56448364257812), (925, 239.42762756347656, 154.30636596679688), (913, 301.75335693359375, 41.552978515625), (949, 811.9835205078125, 128.8416748046875), (993, 538.0382080078125, 6.70709228515625), (886, 232.21188354492188, 80.47132873535156), (956, 725.4705810546875, 66.80436706542969), (987, 361.0516357421875, 484.3559875488281)]"
970,970,0,10,157,"[([-1, -1], [-17, 13], 458), ([38, 5], [-39, 3], 848), ([19, -2], [-35, 2], 872), ([1, -21], [-7, 8], 898), ([-27, -12], [-17, -8], 857), ([4, 6], [1, 3], 925), ([-8, -8], [-2, 9], 913), ([-3, 6], [-1, -1], 949), ([2, -7], [-15, -18], 993), ([-4, -14], [-1, -4], 886), ([6, 6], [-4, -1], 956), ([-3, -3], [-10, -2], 987)]","[(458, 253.87863159179688, 306.53424072265625), (848, 746.05322265625, 349.1783447265625), (872, 562.70556640625, 363.6952819824219), (898, 401.56549072265625, 220.3111114501953), (857, 104.84920501708984, 135.5185546875), (925, 239.40380859375, 154.9704132080078), (913, 302.3800354003906, 41.279937744140625), (949, 811.957275390625, 128.8443603515625), (993, 535.406005859375, 5.1026763916015625), (886, 233.05902099609375, 80.73220825195312), (956, 725.3892211914062, 67.662353515625), (987, 356.56304931640625, 484.11260986328125)]"
971,971,0,10,157,"[([1, -1], [-22, 9], 458), ([29, 3], [-59, 7], 848), ([9, 0], [-47, 1], 872), ([1, -15], [-6, 7], 898), ([-19, -4], [-15, -9], 857), ([3, 12], [0, 4], 925), ([-6, -1], [0, 11], 913), ([-4, 8], [-1, -1], 949), ([2, -7], [-12, -17], 993), ([-3, -7], [-2, 5], 886), ([1, 7], [-1, 0], 956), ([-3, -3], [-11, -2], 987)]","[(458, 248.541748046875, 299.1429443359375), (848, 729.661865234375, 352.590087890625), (872, 548.6278076171875, 364.54705810546875), (898, 400.4345703125, 223.03089904785156), (857, 103.99027252197266, 135.58657836914062), (925, 238.7685546875, 155.54656982421875), (913, 302.681884765625, 41.410614013671875), (949, 811.951416015625, 129.04901123046875), (993, 533.7044677734375, 8.484710693359375), (886, 232.46328735351562, 80.48674774169922), (956, 725.3306274414062, 68.23135375976562), (987, 354.10601806640625, 483.7094421386719)]"
972,972,0,11,157,"[([2, 1], [-35, 26], 458), ([19, 2], [-68, 11], 848), ([6, 0], [-47, -1], 872), ([2, -15], [-5, 4], 898), ([-15, 1], [-14, -12], 857), ([-2, 11], [-1, 6], 925), ([-6, -3], [1, 11], 913), ([-3, 8], [0, 0], 949), ([2, -7], [-10, -11], 993), ([-4, -2], [0, -6], 886), ([-2, 4], [1, 1], 956), ([-3, -3], [-12, -2], 987), ([-2, -8], [2, 5], 1002)]","[(458, 245.2616424560547, 336.23931884765625), (848, 722.944580078125, 359.80517578125), (872, 546.4368896484375, 367.2131652832031), (898, 399.8990783691406, 225.65191650390625), (857, 104.34772491455078, 135.14242553710938), (925, 237.57769775390625, 156.64129638671875), (913, 303.02197265625, 41.58905029296875), (949, 812.01806640625, 129.26644897460938), (993, 532.9269409179688, 6.64825439453125), (886, 233.54833984375, 80.06217193603516), (956, 725.0302734375, 67.82942199707031), (987, 352.5523681640625, 484.4540710449219), (1002, 227.48562622070312, 156.56851196289062)]"
973,973,1,12,158,"[([0, 1], [-35, 35], 458), ([8, 0], [-72, 15], 848), ([1, -1], [-54, -1], 872), ([-3, -12], [-3, -1], 898), ([-3, 3], [-11, -11], 857), ([-6, 1], [-2, 6], 925), ([-6, -8], [1, 8], 913), ([-1, 6], [-1, 1], 949), ([2, -7], [-8, -7], 993), ([-4, -1], [1, -12], 886), ([-1, 2], [0, 1], 956), ([-2, 0], [-10, -1], 987), ([0, 0], [0, 0], 1013), ([-2, -8], [3, 10], 1002)]","[(458, 243.45123291015625, 354.69207763671875), (848, 717.20556640625, 368.15234375), (872, 539.6053466796875, 366.38494873046875), (898, 401.2669677734375, 227.6104736328125), (857, 103.5367660522461, 136.27056884765625), (925, 237.22293090820312, 157.26919555664062), (913, 303.2456359863281, 41.691192626953125), (949, 811.7206420898438, 129.935546875), (993, 532.742431640625, 6.784515380859375), (886, 234.31039428710938, 80.05078125), (956, 725.758544921875, 68.33438110351562), (987, 352.017822265625, 484.9514465332031), (1013, 372.9317321777344, 227.82044982910156), (1002, 227.78543090820312, 157.357177734375)]"
974,974,0,12,158,"[([-1, 0], [-21, 15], 458), ([3, 0], [-78, 18], 848), ([-4, -2], [-33, -1], 872), ([-6, -12], [-1, -6], 898), ([2, 6], [-7, -11], 857), ([-7, -18], [-3, 5], 925), ([-5, -12], [2, 1], 913), ([1, 5], [0, 0], 949), ([2, -7], [-6, 4], 993), ([0, 0], [1, -13], 886), ([-1, -5], [2, 3], 956), ([-1, -3], [-10, -1], 987), ([0, 0], [0, 0], 1013), ([-2, -8], [4, 15], 1002)]","[(458, 242.45889282226562, 360.7952880859375), (848, 707.8394775390625, 379.921142578125), (872, 541.442626953125, 368.8699951171875), (898, 402.7578430175781, 229.3930206298828), (857, 102.42656707763672, 135.94204711914062), (925, 236.6664581298828, 157.53823852539062), (913, 303.8853759765625, 41.77734375), (949, 811.7308959960938, 129.5994873046875), (993, 532.70458984375, 8.360107421875), (886, 233.69549560546875, 79.32413482666016), (956, 727.2329711914062, 69.5255355834961), (987, 351.86322021484375, 484.7781066894531), (1013, 372.66754150390625, 228.75341796875), (1002, 228.1605224609375, 157.71249389648438)]"
975,975,0,12,158,"[([-1, 1], [-12, 30], 458), ([-1, 0], [-42, 20], 848), ([-1, -3], [-16, 2], 872), ([-1, -12], [14, -20], 898), ([-1, 2], [-2, -5], 857), ([-3, -27], [-3, 7], 925), ([-3, -13], [2, 2], 913), ([3, 2], [0, 0], 949), ([3, -5], [-3, 19], 993), ([1, 0], [0, -6], 886), ([3, 0], [3, 4], 956), ([-2, 0], [-4, -2], 987), ([13, -6], [13, -6], 1013), ([-2, -8], [3, 11], 1002)]","[(458, 241.09524536132812, 355.19573974609375), (848, 704.4693603515625, 391.8092041015625), (872, 546.7991943359375, 373.53411865234375), (898, 415.91015625, 230.86874389648438), (857, 102.85396575927734, 136.60580444335938), (925, 236.082763671875, 158.06625366210938), (913, 304.2760009765625, 41.664794921875), (949, 811.6536865234375, 130.45556640625), (993, 532.5230712890625, 8.835678100585938), (886, 233.34344482421875, 80.05296325683594), (956, 728.5989990234375, 70.1553955078125), (987, 352.0203857421875, 484.9217834472656), (1013, 385.52728271484375, 231.4041748046875), (1002, 227.8798828125, 158.02139282226562)]"
976,976,0,12,158,"[([-1, -1], [-8, 32], 458), ([-3, 0], [-35, 21], 848), ([-1, -1], [-5, 3], 872), ([0, -3], [6, -14], 898), ([-1, 1], [-1, -3], 857), ([5, -29], [-3, 6], 925), ([1, -9], [2, 0], 913), ([5, -1], [0, 0], 949), ([2, 3], [-1, 24], 993), ([-2, -11], [1, -10], 886), ([-3, -13], [5, 3], 956), ([1, -2], [-3, -1], 987), ([19, -3], [19, -3], 1013), ([-2, -8], [2, 10], 1002)]","[(458, 240.32752990722656, 346.776611328125), (848, 694.6659545898438, 397.6243591308594), (872, 543.23193359375, 373.49456787109375), (898, 406.8642883300781, 231.4130859375), (857, 102.89315795898438, 136.93402099609375), (925, 235.86212158203125, 158.2576904296875), (913, 304.466552734375, 41.6690673828125), (949, 811.6287841796875, 130.3084716796875), (993, 532.33935546875, 9.383743286132812), (886, 233.4712677001953, 80.25909423828125), (956, 730.39794921875, 70.1463623046875), (987, 351.9979248046875, 485.22607421875), (1013, 391.61767578125, 232.23348999023438), (1002, 227.68495178222656, 158.23895263671875)]"
977,977,0,11,158,"[([0, -3], [-12, 8], 458), ([-3, 0], [-42, 21], 848), ([-7, 0], [-5, 0], 872), ([6, -4], [6, -7], 898), ([-2, 0], [-3, -1], 857), ([6, -26], [-1, 1], 925), ([2, -4], [1, 8], 913), ([9, -3], [-1, 1], 949), ([2, 2], [0, 22], 993), ([-3, -11], [0, -6], 886), ([-2, -12], [4, 2], 956), ([1, -3], [0, -1], 987), ([-2, -8], [0, 9], 1002)]","[(458, 233.48593139648438, 324.0567626953125), (848, 680.88232421875, 406.71026611328125), (872, 541.33984375, 368.4101257324219), (898, 405.9365234375, 232.10687255859375), (857, 101.99270629882812, 136.5906982421875), (925, 236.33763122558594, 158.44891357421875), (913, 304.7186584472656, 42.280120849609375), (949, 811.4392700195312, 130.53585815429688), (993, 532.3326416015625, 10.398361206054688), (886, 233.27127075195312, 79.50558471679688), (956, 729.26318359375, 69.30509185791016), (987, 352.283203125, 485.2838134765625), (1002, 227.76803588867188, 158.14227294921875)]"
